pair_label,pos1,pos2,image,attack,nc,ber
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t002.png,jpeg_compression_q50,0.73828125,0.130859375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t002.png,gaussian_blur_5x5,0.998046875,0.0009765625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t003.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t003.png,jpeg_compression_q50,0.978515625,0.0107421875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t003.png,gaussian_blur_5x5,1.0,0.0
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t004.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t004.png,jpeg_compression_q50,0.884765625,0.0576171875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t004.png,gaussian_blur_5x5,0.99609375,0.001953125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t005.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t005.png,jpeg_compression_q50,0.93359375,0.033203125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t005.png,gaussian_blur_5x5,0.982421875,0.0087890625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t006.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t006.png,jpeg_compression_q50,0.833984375,0.0830078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t006.png,gaussian_blur_5x5,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim01.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim01.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim01.png,gaussian_blur_5x5,0.962890625,0.0185546875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim02.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim02.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim02.png,gaussian_blur_5x5,0.9921875,0.00390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim03.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim03.png,jpeg_compression_q50,0.9921875,0.00390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim03.png,gaussian_blur_5x5,0.955078125,0.0224609375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim04.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim04.png,jpeg_compression_q50,0.998046875,0.0009765625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim04.png,gaussian_blur_5x5,0.974609375,0.0126953125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim05.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim05.png,jpeg_compression_q50,0.982421875,0.0087890625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim05.png,gaussian_blur_5x5,0.751953125,0.1240234375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim06.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim06.png,jpeg_compression_q50,0.98828125,0.005859375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim06.png,gaussian_blur_5x5,0.947265625,0.0263671875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim07.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim07.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim07.png,gaussian_blur_5x5,0.943359375,0.0283203125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim08.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim08.png,jpeg_compression_q50,0.998046875,0.0009765625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim08.png,gaussian_blur_5x5,0.85546875,0.072265625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim09.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim09.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim09.png,gaussian_blur_5x5,0.95703125,0.021484375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim10.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim10.png,jpeg_compression_q50,0.9921875,0.00390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim10.png,gaussian_blur_5x5,0.9921875,0.00390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim11.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim11.png,jpeg_compression_q50,0.99609375,0.001953125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim11.png,gaussian_blur_5x5,0.953125,0.0234375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim12.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim12.png,jpeg_compression_q50,0.998046875,0.0009765625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim12.png,gaussian_blur_5x5,0.97265625,0.013671875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim13.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim13.png,jpeg_compression_q50,0.994140625,0.0029296875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim13.png,gaussian_blur_5x5,0.892578125,0.0537109375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim14.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim14.png,jpeg_compression_q50,0.998046875,0.0009765625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim14.png,gaussian_blur_5x5,0.876953125,0.0615234375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim15.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim15.png,jpeg_compression_q50,0.986328125,0.0068359375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim15.png,gaussian_blur_5x5,0.927734375,0.0361328125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim16.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim16.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim16.png,gaussian_blur_5x5,0.984375,0.0078125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim17.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim17.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim17.png,gaussian_blur_5x5,0.962890625,0.0185546875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim18.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim18.png,jpeg_compression_q50,0.994140625,0.0029296875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim18.png,gaussian_blur_5x5,0.916015625,0.0419921875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim19.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim19.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim19.png,gaussian_blur_5x5,0.9453125,0.02734375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim20.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim20.png,jpeg_compression_q50,0.978515625,0.0107421875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim20.png,gaussian_blur_5x5,0.921875,0.0390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim21.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim21.png,jpeg_compression_q50,0.99609375,0.001953125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim21.png,gaussian_blur_5x5,0.931640625,0.0341796875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim22.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim22.png,jpeg_compression_q50,0.9921875,0.00390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim22.png,gaussian_blur_5x5,0.95703125,0.021484375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim23.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim23.png,jpeg_compression_q50,0.99609375,0.001953125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim23.png,gaussian_blur_5x5,0.958984375,0.0205078125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim24.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim24.png,jpeg_compression_q50,0.9609375,0.01953125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",kodim24.png,gaussian_blur_5x5,0.8828125,0.05859375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t001.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t001.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t001.png,gaussian_blur_5x5,0.9609375,0.01953125
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t002.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t002.png,jpeg_compression_q50,0.998046875,0.0009765625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t002.png,gaussian_blur_5x5,0.955078125,0.0224609375
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t003.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t003.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t003.png,gaussian_blur_5x5,0.9140625,0.04296875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t004.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t004.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t004.png,gaussian_blur_5x5,0.94140625,0.029296875
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t005.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t005.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t005.png,gaussian_blur_5x5,0.94921875,0.025390625
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t006.png,real_esrgan,,
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t006.png,jpeg_compression_q50,1.0,0.0
"near-sym (1,2)/(2,1)","(1, 2)","(2, 1)",t006.png,gaussian_blur_5x5,0.974609375,0.0126953125
