coeff_pair,symmetry,attack,mean_nc,esrgan_damage_p1,esrgan_damage_p2,esrgan_delta,esrgan_combined,jpeg_delta,jpeg_combined
"(6,6)/(7,6)",near-symmetric,jpeg_compression_q50,0.52412109375,3.1858933718066584,3.1855876669901098,0.00030570481654867976,6.371481038796768,0.08480393249223184,9.5363172039348
"(6,6)/(7,6)",near-symmetric,gaussian_blur_5x5,0.97021484375,3.1858933718066584,3.1855876669901098,0.00030570481654867976,6.371481038796768,0.08480393249223184,9.5363172039348
"(6,6)/(7,6)",near-symmetric,espcn_x4,0.99951171875,3.1858933718066584,3.1855876669901098,0.00030570481654867976,6.371481038796768,0.08480393249223184,9.5363172039348
"(1,4)/(4,1)",symmetric,real_esrgan,0.79609375,10.40736375992014,9.974430254723844,0.4329335051962957,20.381794014643983,1.0079046322561922,9.039301164705751
"(1,4)/(4,1)",symmetric,jpeg_compression_q50,0.9853515625,10.40736375992014,9.974430254723844,0.4329335051962957,20.381794014643983,1.0079046322561922,9.039301164705751
"(1,4)/(4,1)",symmetric,gaussian_blur_5x5,0.922265625,10.40736375992014,9.974430254723844,0.4329335051962957,20.381794014643983,1.0079046322561922,9.039301164705751
"(1,4)/(4,1)",symmetric,espcn_x4,0.99833984375,10.40736375992014,9.974430254723844,0.4329335051962957,20.381794014643983,1.0079046322561922,9.039301164705751
"(1,7)/(7,1)",symmetric,real_esrgan,0.80859375,3.5437012496261415,3.782834468268473,0.2391332186423316,7.326535717894615,0.2996196452545332,7.036047783193723
"(1,7)/(7,1)",symmetric,jpeg_compression_q50,0.96240234375,3.5437012496261415,3.782834468268473,0.2391332186423316,7.326535717894615,0.2996196452545332,7.036047783193723
"(1,7)/(7,1)",symmetric,gaussian_blur_5x5,0.97646484375,3.5437012496261415,3.782834468268473,0.2391332186423316,7.326535717894615,0.2996196452545332,7.036047783193723
"(1,7)/(7,1)",symmetric,espcn_x4,0.99951171875,3.5437012496261415,3.782834468268473,0.2391332186423316,7.326535717894615,0.2996196452545332,7.036047783193723
"(1,2)/(2,1)",symmetric,real_esrgan,0.79287109375,5.6556403679852725,5.616072667817222,0.03956770016805056,11.271713035802495,0.1875817976918004,5.591817632745844
"(1,2)/(2,1)",symmetric,jpeg_compression_q50,0.9953125,5.6556403679852725,5.616072667817222,0.03956770016805056,11.271713035802495,0.1875817976918004,5.591817632745844
"(1,2)/(2,1)",symmetric,gaussian_blur_5x5,0.93564453125,5.6556403679852725,5.616072667817222,0.03956770016805056,11.271713035802495,0.1875817976918004,5.591817632745844
"(1,2)/(2,1)",symmetric,espcn_x4,0.997265625,5.6556403679852725,5.616072667817222,0.03956770016805056,11.271713035802495,0.1875817976918004,5.591817632745844
